what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329744962889
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1329744966508
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329744967032
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744967174
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744967304
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1329744988341
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329744997086
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1329744998519
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745000869
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1329745003057
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1329745004684
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.12,"org.tigris.subversion.clientadapter.javahl",1329745004700
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.12,"org.tigris.subversion.clientadapter.svnkit",1329745004704
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745006616
started,bundle,org.tmatesoft.svnkit,1.3.3.6648,"org.tmatesoft.svnkit",1329745014605
started,bundle,com.sun.jna,3.2.3,"com.sun.jna",1329745015511
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745015717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329745015771
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1329745017978
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1329745021069
started,bundle,org.eclipse.draw2d,3.6.0.v20100525-1225,"org.eclipse.draw2d",1329745022991
started,bundle,edu.buffalo.cse.jive.ui,1.9.1.v20111117b,"edu.buffalo.cse.jive.ui",1329745022998
started,bundle,edu.buffalo.cse.jive.debug,1.9.1.v20111117b,"edu.buffalo.cse.jive.debug",1329745024437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745024491
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745028573
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745028677
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745031490
error,log,,,"Unhandled event loop exception",1329745042408
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745059024
opened,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1329745060817
opened,view,org.springframework.ide.eclipse.ui,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1329745060854
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1329745060899
closed,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1329745060905
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.resetPerspective",1329745067015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745067047
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745094603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745098304
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745098397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745102094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745109952
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1329745115015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1329745115015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329745115039
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1329745119911
opened,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1329745120225
